ID,kmeans_cluster2,kmeans_cluster3,kmeans_cluster4,kmeans_cluster5,kmeans_cluster6,kmeans_cluster7,kmeans_cluster8,kmeans_cluster9,kmeans_cluster10
149493,0,1,0,0,4,1,4,1,2
149494,1,2,1,3,3,4,3,3,4
149495,1,0,3,4,1,0,1,0,1
149499,1,0,3,4,0,2,6,7,0
149501,1,0,3,4,1,0,1,0,1
149503,0,1,0,0,4,1,4,1,2
149504,0,1,0,0,0,1,2,2,7
149506,1,0,2,1,5,3,5,4,5
149507,1,0,3,4,1,0,1,0,1
149508,1,0,3,2,1,0,1,0,8
149510,1,0,3,4,1,0,1,0,1
149511,1,0,3,4,0,2,6,7,0
149515,1,0,3,4,1,2,6,7,0
149517,1,2,1,3,2,6,7,5,3
149519,1,0,3,4,1,0,1,8,9
149520,1,0,3,4,1,0,1,0,1
149521,0,1,0,0,4,1,4,1,2
149522,1,2,1,3,2,6,7,5,3
149524,1,0,3,4,1,0,1,0,1
149526,1,0,3,2,1,0,1,8,9
149527,1,2,1,3,2,6,7,5,3
149528,0,1,0,0,4,1,4,1,2
149530,1,0,3,2,3,4,3,3,8
149532,1,0,3,4,1,2,6,7,0
149533,1,0,3,4,1,0,1,0,1
149535,1,0,3,2,1,0,1,0,8
149536,1,0,2,1,1,5,0,6,6
149537,1,2,1,3,2,6,7,5,3
149538,1,0,2,1,1,5,0,6,6
149542,1,0,3,4,1,0,1,0,1
149543,1,0,3,4,1,0,1,0,1
149544,1,0,3,4,1,0,1,0,1
149550,1,2,1,3,2,6,7,5,3
149551,1,0,3,4,1,0,1,0,1
149552,1,2,1,3,2,6,7,5,3
149555,1,2,1,3,2,6,7,5,3
149556,0,1,0,0,4,1,4,1,2
149557,1,0,3,2,1,0,1,0,8
149561,1,0,3,4,1,0,1,0,1
149565,1,0,3,4,1,0,1,0,1
149566,1,2,1,3,3,4,3,3,4
149572,1,2,1,3,3,4,3,3,4
149573,1,0,3,4,1,0,1,0,1
149574,1,2,1,3,2,6,7,5,3
149577,1,0,3,4,1,2,6,7,0
149579,1,0,3,4,1,0,1,8,9
149582,1,0,3,4,1,0,1,0,1
149583,1,0,3,4,1,0,1,0,1
149584,1,0,2,1,5,3,5,4,5
149585,1,0,3,4,1,0,1,0,1
149588,1,0,3,4,1,0,1,0,1
149589,1,0,3,4,1,0,1,0,1
149591,1,0,3,4,1,0,1,8,9
149592,0,1,0,0,0,1,2,2,7
149594,1,0,3,4,1,0,1,0,1
149597,1,0,3,4,1,0,1,0,1
149600,0,1,0,0,4,1,4,1,2
149601,0,1,0,0,4,1,4,1,2
149604,1,0,3,4,1,0,1,0,1
149606,1,0,3,4,1,0,1,0,1
149608,1,0,3,4,0,2,6,7,0
149609,1,0,2,1,5,3,5,4,5
149613,0,1,0,0,4,1,4,1,2
149614,0,1,0,0,0,1,2,2,7
149616,1,0,3,4,1,0,1,0,1
149617,1,2,1,3,2,6,7,5,3
149618,1,0,3,4,1,0,1,0,1
149620,1,0,3,4,1,0,1,0,1
149623,1,0,2,1,1,5,0,6,6
149624,0,1,0,0,4,1,4,1,2
149625,1,2,1,3,2,6,7,5,3
149627,0,1,0,0,4,1,4,1,2
149629,1,0,2,1,5,3,5,4,5
149632,0,1,0,0,4,1,4,1,2
149633,0,1,2,1,0,2,2,7,7
149634,1,0,3,2,1,0,1,0,8
149635,1,0,3,4,1,0,1,0,1
149636,1,2,1,3,2,6,7,5,3
149639,1,0,3,4,1,0,1,0,1
149640,1,0,3,4,1,0,1,0,1
149644,1,0,3,4,0,2,6,7,0
149645,1,0,3,4,1,0,1,0,1
149646,1,0,3,4,1,2,6,7,0
149647,0,1,2,1,0,2,2,7,7
149648,1,0,3,4,1,0,1,8,9
149649,1,0,3,4,1,0,1,0,1
149651,1,0,2,1,5,3,5,4,5
149655,1,0,3,4,1,2,6,7,0
149659,0,1,0,0,4,1,4,1,2
149660,0,1,0,0,4,1,4,1,2
149662,0,1,0,0,0,1,2,2,7
149663,1,2,1,3,2,6,7,5,3
149665,1,0,3,4,0,2,6,7,0
149666,1,0,3,4,1,0,1,0,1
149669,1,0,3,4,1,0,1,0,1
149670,1,0,3,2,1,0,1,8,9
149671,1,0,3,4,1,0,1,0,1
149672,1,0,3,4,1,0,1,8,9
149673,1,0,3,4,1,2,6,7,0
149676,1,0,2,1,1,0,1,0,1
149678,0,1,0,0,0,1,2,2,7
149682,1,0,3,4,1,0,1,0,1
149684,0,1,0,0,0,1,2,2,7
149687,0,1,0,0,0,1,2,2,7
149688,1,2,1,3,2,6,7,5,3
149689,0,1,0,0,4,1,4,1,2
149690,0,1,0,0,4,1,4,1,2
149692,1,0,2,1,5,3,5,4,5
149693,1,0,3,2,1,0,1,8,9
149694,1,0,3,4,1,0,1,0,1
149695,0,1,0,0,4,1,4,1,2
149696,1,2,1,3,2,6,7,5,3
149697,1,2,1,3,2,6,7,5,3
149703,0,1,0,0,0,1,2,2,7
149704,1,0,3,4,1,0,1,0,1
149705,0,1,0,0,4,1,4,1,2
149706,1,0,3,2,1,0,1,0,8
149709,0,1,0,0,0,1,2,2,7
149711,1,0,3,4,1,0,1,0,1
149720,1,0,3,4,1,0,1,0,1
149721,1,2,2,1,5,3,5,4,5
149722,1,0,3,4,1,0,1,0,1
149723,1,0,3,4,1,0,1,0,1
149724,1,0,3,4,1,0,1,8,9
149725,1,0,3,2,1,0,1,0,8
149728,1,0,3,4,1,0,1,0,1
149731,1,0,3,4,1,0,1,0,1
149732,0,1,0,0,4,1,4,1,2
149733,1,0,3,4,1,0,1,8,9
149735,1,0,3,4,1,0,1,0,1
149742,0,1,0,0,4,1,4,1,2
149743,1,0,3,4,1,2,6,7,0
149744,1,0,3,2,1,0,1,0,8
149745,0,1,0,0,4,1,4,1,2
149746,1,0,3,4,1,0,1,8,9
149747,0,1,0,0,4,1,4,1,2
149748,0,1,0,0,4,1,4,1,2
149749,0,1,0,0,0,1,2,2,7
149752,1,0,3,4,1,0,1,0,1
149753,1,0,3,4,1,0,1,0,1
149755,1,0,3,4,1,0,1,0,1
149757,0,1,0,0,4,1,4,1,2
149758,1,0,2,1,1,5,0,6,6
149760,1,0,2,1,1,5,0,6,6
149761,1,0,3,4,1,0,1,0,1
149762,1,0,3,4,1,0,1,0,1
149764,0,1,0,0,4,1,4,1,2
149767,0,1,0,0,4,1,4,1,2
149770,1,0,3,4,1,0,1,0,1
149771,1,0,3,4,1,2,6,7,0
149774,1,2,1,3,2,6,7,5,3
149775,1,0,3,4,1,0,1,0,1
149779,0,1,0,0,4,1,4,1,2
149782,1,0,3,2,1,0,1,0,8
149784,1,0,3,4,1,0,1,0,1
149787,1,0,3,4,1,0,1,0,1
149788,1,0,3,4,1,0,1,0,1
149789,1,0,2,1,1,5,0,6,6
149790,1,0,3,4,1,0,1,0,1
149791,1,0,2,1,5,3,5,4,5
149792,1,0,3,4,1,0,1,8,9
149793,1,0,3,4,1,0,1,0,1
149796,1,0,2,1,1,5,0,6,6
149800,0,1,0,0,4,1,4,1,2
149803,0,1,0,0,0,1,2,2,7
149808,1,0,2,1,5,3,5,4,5
149812,1,0,3,4,1,0,1,0,1
149813,1,0,3,4,1,0,1,0,1
149814,1,0,3,2,1,0,1,0,8
149815,0,1,0,0,4,1,4,1,2
149825,1,0,3,4,1,0,1,8,9
149828,1,0,3,4,0,2,6,7,0
149832,1,0,3,4,1,0,1,8,9
149835,1,0,3,4,1,0,1,0,1
149836,1,0,3,4,1,0,1,0,1
149837,1,0,3,4,1,0,1,8,9
149842,1,0,3,4,1,0,1,0,1
149843,0,1,0,0,0,1,2,2,7
149844,1,0,3,2,1,0,1,0,8
149845,1,0,3,4,1,0,1,0,1
149847,1,0,3,4,1,0,1,0,1
149848,1,0,3,4,1,0,1,0,1
149849,1,0,3,4,1,0,1,0,1
149850,1,2,1,3,2,6,7,5,3
149852,1,0,2,1,1,5,0,6,6
149853,1,0,3,4,1,0,1,0,1
149855,1,0,3,4,1,0,1,0,1
149860,1,0,2,1,5,3,5,4,5
149861,1,0,2,1,5,3,5,4,5
149862,1,0,3,4,1,2,6,7,0
149865,1,0,3,4,0,2,6,7,0
149867,1,0,3,2,1,0,1,0,8
149868,1,2,1,3,2,6,7,5,3
149869,0,1,0,0,0,1,2,2,7
149871,0,1,0,0,4,1,4,1,2
149874,0,1,0,0,0,1,2,2,7
149875,1,0,3,4,1,0,1,0,1
149876,0,1,0,0,4,1,4,1,2
149881,0,1,0,0,4,1,4,1,2
149882,0,1,0,0,4,1,4,1,2
149883,1,0,3,4,0,2,6,7,0
149885,1,0,2,1,5,3,5,4,5
149886,1,0,3,4,1,2,6,7,0
149887,0,1,0,0,4,1,4,1,2
149888,1,0,3,4,1,0,1,0,1
149889,1,0,3,4,1,0,1,0,1
149890,0,1,0,0,4,1,4,1,2
149892,1,0,3,4,1,0,1,8,9
149894,1,0,3,2,1,0,1,0,8
149899,0,1,0,0,4,1,4,1,2
149901,1,0,3,4,1,0,1,8,9
149903,0,1,0,0,4,1,4,1,2
149905,1,0,3,4,1,0,1,0,1
149907,1,0,3,4,1,0,1,0,1
149910,1,0,3,4,1,0,1,0,1
149913,1,0,3,4,1,0,1,0,1
149914,0,1,0,2,4,1,4,1,8
149915,0,1,0,0,0,1,2,2,7
149918,1,0,3,4,1,0,1,0,1
149921,0,1,0,0,4,1,4,1,2
149924,1,0,3,4,1,0,1,8,9
149926,1,2,1,3,2,6,7,5,3
149929,1,0,3,4,1,2,6,7,0
149933,1,0,3,4,1,0,1,0,1
149935,0,1,0,0,4,1,4,1,2
149936,0,1,0,0,0,1,2,2,7
149937,0,1,0,0,4,1,4,1,2
149939,0,1,0,0,4,1,4,1,2
149941,1,0,3,4,1,2,6,7,0
149944,1,0,3,4,1,0,1,0,1
149945,1,0,3,2,3,4,3,3,9
149946,0,1,0,0,4,1,4,1,2
149950,1,2,1,3,2,6,7,5,3
149951,1,0,3,2,1,0,1,0,8
149955,1,0,3,4,1,0,1,0,1
149956,1,0,3,4,0,2,6,7,0
149959,1,0,3,4,1,0,1,0,1
149962,0,1,0,0,0,1,2,2,7
149963,1,2,1,3,2,6,7,5,3
149964,1,0,3,2,1,0,1,0,8
149967,0,1,0,0,4,1,4,1,2
149968,1,0,3,4,1,0,1,0,1
149971,1,0,3,4,1,0,1,8,9
149972,1,0,3,4,1,0,1,0,1
149973,1,0,3,4,1,2,6,7,0
149975,1,0,3,2,1,0,1,0,1
149976,1,2,1,3,3,4,3,3,4
149980,1,0,3,4,1,0,1,0,1
149985,0,1,0,2,4,1,4,1,2
149986,0,1,0,0,4,1,4,1,2
149987,1,0,3,4,1,0,1,0,1
149992,1,0,3,4,1,0,1,0,1
149994,1,0,3,4,1,0,1,0,1
149996,0,1,0,0,4,1,4,1,2
150005,1,0,2,1,1,5,0,6,6
150006,1,0,3,2,1,0,1,0,8
150007,1,0,3,4,1,0,1,0,1
150009,1,0,2,1,1,5,0,6,6
150010,1,0,3,4,1,0,1,0,1
150011,1,0,2,1,1,5,0,6,6
150012,1,0,3,4,1,0,1,0,1
150015,0,1,0,0,4,1,4,1,2
150017,1,0,3,2,1,0,1,0,8
150018,0,1,0,0,0,1,2,2,7
150019,1,0,2,1,5,3,5,4,5
150023,0,1,0,0,0,2,2,2,7
150024,1,0,3,4,1,0,1,0,1
150025,1,0,3,4,1,0,1,0,1
150029,1,0,3,4,1,0,1,0,1
150031,0,1,0,0,4,1,4,1,2
150033,1,0,3,4,1,0,1,0,1
150036,1,0,3,4,1,0,1,8,9
150037,1,0,2,1,1,5,0,6,6
150040,1,0,3,4,1,0,1,0,1
150042,1,0,2,1,4,5,4,6,2
150043,0,1,0,0,4,1,4,1,2
150044,0,1,0,0,4,1,4,1,2
150045,0,1,0,0,0,1,2,2,7
150047,1,0,3,4,1,0,1,0,1
150048,1,0,3,4,1,0,1,8,9
150049,1,0,3,4,1,0,1,0,1
150051,1,0,3,4,1,0,1,0,1
150052,1,2,1,3,2,6,7,5,3
150053,1,0,3,2,1,0,1,0,8
150056,1,0,3,4,1,0,1,0,1
150057,1,0,3,2,1,0,1,0,8
150058,1,0,3,4,1,0,1,0,1
150061,0,1,0,0,0,1,2,2,7
150062,0,1,0,0,4,1,4,1,2
150063,1,0,3,4,1,0,1,0,1
150075,1,0,3,4,1,0,1,0,1
150077,1,0,3,4,1,0,1,0,1
150080,0,1,0,0,4,1,4,1,2
150081,1,0,2,1,5,3,5,4,5
150082,0,1,0,0,4,1,4,1,2
150088,1,0,3,4,1,0,1,0,1
150090,1,0,3,4,1,2,6,7,0
150091,1,0,3,4,1,0,1,0,1
150093,1,0,3,4,1,2,6,7,0
150094,0,1,0,0,4,1,4,1,2
150095,1,0,3,4,0,2,6,7,0
150097,1,0,3,4,1,0,1,0,1
150101,1,0,3,4,1,0,1,0,1
150103,1,0,3,2,1,0,1,0,8
150106,1,0,3,4,1,0,1,0,1
150108,1,2,1,3,3,4,3,3,4
150109,1,0,3,4,1,0,1,0,1
150111,1,0,3,2,1,0,1,0,8
150112,1,0,3,4,1,0,1,8,9
150114,1,0,2,1,5,3,5,4,5
150115,0,1,0,0,0,1,2,2,7
150116,0,1,0,0,4,1,4,1,2
150119,1,0,2,1,1,5,0,6,6
150120,0,1,0,0,4,1,4,1,2
150121,1,0,3,4,1,0,1,0,1
150122,1,0,3,4,1,0,1,8,9
150129,1,0,3,2,1,0,1,0,8
150130,1,0,3,4,1,0,1,0,1
150131,0,1,0,0,4,1,4,1,2
150133,1,0,3,4,1,0,1,8,9
150134,1,0,3,2,1,0,1,0,8
150135,1,2,1,2,2,6,7,5,3
150136,1,0,3,4,1,0,1,0,1
150137,1,0,3,4,0,2,6,7,0
150138,1,0,3,4,1,0,1,0,1
150139,0,1,0,0,4,1,4,1,2
150142,1,0,3,2,1,0,1,0,8
150143,1,0,3,4,1,0,1,0,1
150146,1,0,3,4,1,0,1,8,9
150147,0,1,0,0,4,1,4,1,2
150148,0,1,0,0,4,1,4,1,2
150150,1,0,3,4,1,0,1,0,1
150154,1,2,1,3,2,6,7,5,3
150157,1,0,3,4,1,0,1,0,1
150158,1,0,3,4,1,0,1,0,1
150161,0,1,0,0,4,1,4,1,2
150162,1,0,3,4,1,0,1,0,1
150164,1,0,3,2,1,0,1,0,8
150165,0,1,0,0,4,1,4,1,2
150166,0,1,0,0,4,1,4,1,2
150167,0,1,0,0,4,1,4,1,2
150168,1,2,1,3,3,4,3,3,4
150170,0,1,0,0,4,1,4,1,2
150171,1,0,3,4,1,0,1,0,1
150174,0,1,0,0,0,1,2,2,7
150175,1,0,3,4,1,0,1,0,1
150176,1,0,3,4,1,2,6,7,0
150177,1,0,2,1,1,5,0,6,6
150178,1,0,3,4,1,0,1,0,1
150181,1,0,3,4,1,0,1,8,9
150183,1,0,3,2,3,4,3,3,8
150186,1,2,1,3,2,6,7,5,3
150188,1,0,3,4,1,2,6,7,0
150190,0,1,0,0,4,1,4,1,2
150194,0,1,0,0,4,1,4,1,2
150196,0,1,0,0,4,1,4,1,2
150197,1,0,3,2,1,0,1,0,8
150198,1,0,3,4,1,0,1,0,1
150199,1,0,3,4,1,2,6,7,0
150201,1,0,3,4,1,2,6,7,0
150202,1,0,3,4,1,0,1,0,1
150203,1,0,3,4,1,0,1,8,9
150204,1,0,3,4,1,0,1,0,1
150208,0,1,0,0,4,1,4,1,2
150209,1,0,3,4,1,0,1,0,1
150210,0,1,0,0,4,1,4,1,2
150211,0,1,0,0,0,1,2,2,7
150214,1,0,3,4,1,0,1,0,1
150215,0,1,0,0,4,1,4,1,2
150218,1,0,3,4,1,0,1,8,9
150220,1,0,3,4,1,0,1,0,1
150223,1,0,3,4,1,0,1,0,1
150224,0,1,0,0,0,1,2,2,7
150225,1,0,3,2,1,0,1,0,8
150226,1,0,3,4,1,0,1,0,1
150227,1,2,1,3,3,4,3,3,4
150229,0,1,0,0,4,1,4,1,2
150230,1,2,1,3,2,6,7,5,3
150231,1,0,3,4,1,0,1,0,1
150232,1,0,3,4,1,0,1,0,1
150234,1,0,2,1,1,5,0,6,6
150235,1,0,2,1,5,3,5,4,5
150236,1,0,3,2,1,0,1,0,8
150238,0,1,0,0,4,1,4,1,2
150239,0,1,0,0,4,1,4,1,2
150240,1,0,3,4,1,0,1,0,1
150241,1,2,1,3,2,6,7,5,3
150246,1,0,3,4,1,0,1,0,1
150248,0,1,0,0,4,1,4,1,2
150250,0,1,0,0,4,1,4,1,2
150251,0,1,0,0,0,1,2,2,7
150252,0,1,0,0,4,1,4,1,2
150254,1,0,3,4,0,2,6,7,0
150258,0,2,1,3,2,6,7,5,3
150260,1,2,1,3,2,6,7,5,3
150261,0,1,0,0,4,1,4,1,2
150264,1,2,1,3,2,6,7,5,3
150265,0,1,0,0,0,1,2,2,7
150268,1,0,3,4,1,0,1,0,1
150270,1,2,1,3,3,4,3,3,4
150273,1,2,1,3,3,4,3,3,4
150275,0,1,0,0,0,1,2,2,7
150276,1,0,3,2,1,0,1,0,8
150281,1,0,3,4,1,0,1,0,1
150284,1,0,3,2,1,0,1,8,9
150287,1,0,3,2,1,0,1,0,8
150288,1,0,3,4,1,0,1,8,9
150293,1,0,3,4,1,0,1,8,9
150299,1,0,3,4,1,0,1,0,1
150304,1,0,3,4,1,0,1,0,1
150308,1,0,3,4,1,0,1,0,1
150310,1,0,3,2,1,0,1,0,8
150314,0,1,0,0,4,1,4,1,2
150316,1,0,3,4,1,0,1,0,1
150318,1,0,3,4,1,0,1,0,1
150320,1,0,3,4,1,0,1,0,1
150323,0,1,0,0,4,1,4,1,2
150324,1,0,3,4,1,0,1,8,9
150327,1,0,2,1,1,5,0,6,6
150329,0,1,0,0,0,1,2,2,7
150330,1,0,3,4,1,0,1,0,1
150331,1,0,3,4,1,0,1,0,1
150335,1,0,3,4,1,0,1,8,9
150339,1,0,3,2,1,0,1,0,8
150340,1,0,3,2,1,0,1,0,8
150341,0,1,0,0,0,1,2,2,7
150344,1,0,3,4,1,0,1,0,1
150346,1,0,3,4,0,2,6,7,0
150354,1,0,2,1,1,5,0,6,6
150356,1,0,3,4,1,0,1,0,1
150358,1,0,3,4,1,0,1,8,9
150363,0,1,0,0,4,1,4,1,2
150365,0,1,0,0,0,1,2,2,7
150367,1,0,3,4,1,0,1,0,1
150371,1,0,3,4,1,0,1,0,1
150373,1,0,3,4,1,0,1,0,1
150374,0,1,0,0,0,1,2,2,7
150375,1,0,3,2,1,0,1,0,8
150376,1,0,3,4,1,0,1,0,1
150377,1,0,2,1,5,3,5,4,5
150382,1,0,3,2,1,0,1,0,8
150383,1,0,3,4,1,0,1,0,1
150384,1,0,3,4,1,2,6,7,0
150386,0,1,0,0,4,1,4,1,2
150387,0,1,0,0,4,1,4,1,2
150389,1,0,3,2,1,0,1,8,9
150390,0,1,0,0,4,1,4,1,2
150391,1,2,1,3,3,4,3,3,4
150393,1,0,3,4,1,0,1,0,1
150394,0,1,0,0,4,1,4,1,2
150397,1,2,1,3,2,6,7,5,3
150401,0,1,0,0,0,1,2,2,7
150404,0,1,0,0,4,1,4,1,2
150406,1,0,3,2,1,0,1,0,8
150411,1,0,2,1,5,3,5,4,5
150413,0,1,0,0,4,1,4,1,2
150415,1,0,3,4,1,0,1,0,1
150416,1,0,3,4,1,2,6,7,0
150417,0,1,0,0,0,1,2,2,7
150418,1,2,1,3,2,6,7,5,3
150420,1,0,3,4,1,0,1,0,1
150422,1,0,3,4,1,0,1,0,1
150423,0,1,0,0,0,1,2,2,7
150427,1,0,3,4,1,0,1,0,1
150429,1,0,2,1,1,0,1,0,1
150430,0,1,0,0,4,1,4,1,2
150431,0,1,0,0,4,1,4,1,2
150433,1,0,2,1,1,5,0,6,6
150435,1,0,3,4,1,0,1,0,1
150441,1,0,2,1,1,5,0,6,6
150446,0,1,0,0,4,1,4,1,2
150447,1,0,3,2,1,0,1,8,9
150449,0,1,0,0,0,1,2,2,7
150451,1,0,3,4,1,0,1,8,9
150452,1,0,3,4,1,0,1,0,1
150453,1,0,3,4,1,0,1,0,1
150454,1,0,3,4,1,0,1,0,1
150455,0,1,0,0,4,1,4,1,2
150456,1,2,1,3,2,6,7,5,3
150458,0,1,0,0,4,1,4,1,2
150459,1,0,2,1,5,3,5,4,5
150463,1,0,3,4,1,2,6,7,0
150464,1,0,3,4,1,0,1,0,1
150468,1,0,3,2,1,0,1,0,8
150469,0,1,0,0,4,1,4,1,2
150474,0,1,0,0,4,1,4,1,2
150477,1,0,3,4,1,0,1,8,9
150479,1,0,3,4,1,0,1,0,1
150480,1,0,3,2,1,0,1,8,8
150483,1,0,3,2,1,0,1,0,8
150486,1,0,3,4,1,0,1,8,9
150488,1,0,3,4,1,0,1,8,9
150489,1,0,3,2,1,0,1,0,8
150490,0,1,0,0,4,1,4,1,2
150492,1,0,3,4,1,0,1,0,1
150497,0,1,0,0,4,1,4,1,2
150499,0,1,0,0,0,1,2,2,7
150503,1,0,3,4,1,0,1,0,1
150504,1,0,3,4,1,0,1,0,1
150505,1,0,3,4,1,0,1,0,1
150506,0,1,0,0,0,1,2,2,7
150507,1,0,3,2,1,0,1,8,8
150508,1,2,1,3,2,6,7,5,3
150509,1,0,3,4,1,0,1,0,1
150511,1,0,3,4,1,0,1,0,1
150514,0,1,0,0,4,1,4,1,2
150516,1,0,3,4,1,0,1,0,1
150517,0,1,0,0,4,1,4,1,2
150521,1,0,3,4,1,0,1,8,9
150523,1,0,3,4,1,0,1,0,1
150526,1,0,3,4,1,2,6,7,0
150528,1,0,3,4,1,0,1,8,9
150530,1,0,3,4,1,0,1,8,9
150531,0,1,0,0,4,1,4,1,2
150537,1,0,2,1,1,5,0,6,6
150539,0,1,0,0,4,1,4,1,2
150541,1,0,3,4,0,2,6,7,0
150542,1,0,3,4,1,0,1,0,1
150544,1,0,3,4,1,0,1,0,1
150546,1,0,3,4,1,0,1,0,1
150547,0,2,1,3,2,6,7,5,3
150548,1,0,3,4,1,0,1,0,1
150550,1,0,3,4,1,2,6,7,0
150557,0,1,0,0,4,1,4,1,2
150558,1,0,3,4,1,0,1,0,1
150562,1,0,2,1,1,5,0,6,6
150564,0,1,0,0,4,1,4,1,2
150565,1,0,3,4,1,0,1,0,1
150567,1,0,3,4,1,2,6,7,0
150570,0,1,0,0,4,1,4,1,2
150571,1,0,3,2,1,0,1,0,8
150573,1,0,3,4,1,0,1,0,1
150574,1,0,3,4,1,0,1,8,9
150579,0,1,0,0,4,1,4,1,2
150580,1,0,3,4,0,2,6,7,0
150581,0,1,0,0,4,1,4,1,2
150583,1,0,3,4,1,0,1,0,1
150585,1,0,3,2,1,0,1,0,8
150591,1,0,3,2,1,0,1,0,8
150592,0,1,0,0,0,1,2,2,7
150597,1,0,3,4,1,0,1,0,1
150598,1,0,3,4,1,0,1,8,9
150601,1,0,3,4,1,0,1,0,1
150603,1,0,2,1,1,5,0,6,6
150604,1,0,3,4,1,2,6,7,0
150605,1,0,3,4,1,0,1,8,9
150606,1,0,3,2,1,0,1,0,8
150613,1,0,3,2,1,0,1,0,8
150615,1,0,2,1,5,3,5,4,5
150616,1,0,3,4,1,2,6,7,0
150620,0,1,0,0,4,1,4,1,2
150622,1,0,2,1,5,3,5,4,5
150627,1,0,3,4,1,0,1,0,1
150631,1,0,3,4,1,0,1,8,9
150632,1,0,3,4,1,0,1,0,1
150633,1,0,2,1,1,5,0,6,6
150641,1,0,3,4,0,2,6,7,0
150643,1,0,2,1,1,5,0,6,6
150644,0,1,0,0,0,1,2,2,7
150647,1,0,3,4,0,2,6,7,0
150650,1,0,3,2,1,0,1,0,8
150652,1,0,3,4,1,0,1,0,1
150653,1,0,3,4,1,0,1,0,1
150654,1,0,3,4,1,0,1,0,1
150656,1,0,3,4,1,0,1,0,1
150659,0,1,0,0,4,1,4,1,2
150662,1,0,3,4,0,2,6,7,0
150663,1,2,1,3,2,6,7,5,3
150666,1,0,3,4,1,0,1,8,9
150667,1,0,3,4,1,0,1,0,1
150672,0,1,0,0,4,1,4,1,2
150674,1,0,3,2,1,0,1,0,8
150675,0,1,0,0,4,1,4,1,2
150676,1,2,1,3,2,6,7,5,3
150677,1,2,1,3,2,6,7,5,3
150679,1,0,3,4,1,0,1,0,1
150680,1,0,3,4,1,2,6,7,0
150681,1,0,3,4,1,0,1,0,1
150684,0,1,0,0,0,1,2,2,7
150685,0,1,0,0,4,1,4,1,2
150686,1,0,2,1,1,5,0,6,6
150688,1,0,2,1,5,3,5,4,5
150689,1,2,1,3,2,6,7,5,3
150691,1,0,3,4,1,0,1,0,1
150692,1,0,3,4,1,0,1,0,1
150693,1,2,1,3,2,6,7,5,3
150696,1,2,1,3,2,6,7,5,3
150698,1,0,3,4,1,0,1,0,1
150699,1,0,3,4,1,0,1,0,1
150701,1,0,3,4,1,0,1,0,1
150704,1,0,3,4,1,0,1,0,1
150710,1,0,3,4,1,0,1,0,1
150715,1,0,3,2,1,0,1,0,8
150716,1,0,3,4,1,0,1,8,9
150718,0,1,0,0,0,1,2,2,7
150719,0,1,0,0,4,1,4,1,2
150721,0,1,0,0,0,1,2,2,7
150723,0,1,0,0,4,1,4,1,2
150726,1,0,3,4,1,0,1,8,9
150729,1,0,3,4,1,0,1,0,1
150730,1,0,3,4,1,0,1,0,1
150731,1,0,3,4,1,0,1,0,1
150735,1,0,3,4,1,0,1,0,1
150743,1,0,3,2,1,0,1,8,8
150745,1,0,3,4,1,0,1,0,1
150746,1,0,3,4,1,0,1,0,1
150748,1,0,3,4,1,0,1,0,1
150749,1,0,3,4,1,0,1,0,1
150753,1,0,2,1,1,5,0,6,6
150757,1,0,3,4,1,0,1,8,9
150758,1,0,3,4,1,0,1,0,1
150760,1,0,3,4,1,0,1,0,1
150761,1,0,3,4,1,0,1,0,1
150762,0,1,0,0,0,1,2,2,7
150765,0,1,0,0,4,1,4,1,2
150767,1,0,2,1,5,3,5,4,5
150768,1,0,2,1,5,3,5,4,5
150774,1,2,1,3,3,4,3,3,4
150777,1,0,3,4,1,0,1,0,1
150778,1,0,3,4,1,0,1,8,9
150779,1,0,3,4,1,0,1,0,1
150783,1,0,3,4,1,0,1,0,1
150787,1,0,3,4,1,0,1,0,1
150792,0,1,0,0,4,1,4,1,2
150793,1,0,3,4,1,0,1,0,1
150794,0,1,0,0,4,1,4,1,2
150796,1,0,3,4,1,0,1,0,1
150798,1,0,3,2,1,0,1,8,8
150799,1,0,3,2,1,0,1,0,8
150801,1,0,2,1,5,3,5,4,5
150803,1,0,3,4,1,0,1,8,9
150805,1,1,0,0,4,1,4,1,2
150806,1,0,3,4,1,0,1,0,1
150808,0,1,0,0,4,1,4,1,2
150810,1,2,1,3,2,6,7,5,3
150811,0,1,0,0,0,1,2,2,7
150813,1,0,3,2,1,0,1,0,8
150815,1,0,3,4,1,0,1,0,1
150818,1,0,3,4,1,2,6,7,0
150819,1,0,3,4,1,0,1,0,1
150820,1,0,3,4,1,0,1,8,9
150821,1,0,3,4,1,0,1,0,1
150823,0,1,0,0,4,1,4,1,2
150825,1,0,3,4,1,0,1,0,1
150826,1,0,3,4,1,2,6,7,0
150828,1,0,3,4,1,0,1,0,1
150830,1,0,3,4,1,0,1,0,1
150837,0,1,0,0,0,1,2,2,7
150838,1,0,3,4,1,0,1,0,1
150840,1,0,3,4,1,0,1,0,1
150842,1,0,3,2,1,0,1,0,8
150844,1,0,3,4,1,0,1,8,9
150845,1,0,3,4,1,0,1,0,1
150846,1,0,3,4,1,0,1,0,1
150850,1,0,3,4,1,0,1,0,1
150851,1,0,3,4,1,0,1,0,1
150852,1,0,2,1,5,3,5,4,5
150853,0,1,0,0,4,1,4,1,2
150854,1,0,3,4,1,0,1,8,9
150856,1,2,1,3,2,6,7,5,3
150857,0,1,0,0,4,1,4,1,2
150859,0,1,0,0,4,1,4,1,2
